ticker,company_name,sector_ic,subsector_ic
KKES,Kusuma Kemindo Sentosa Tbk.,basic_materials,
KKGI,Resource Alam Indonesia Tbk.,energy,
KLAS,Pelayaran Kurnia Lautan Semest,transportasi_dan_logistik,
KLBF,Kalbe Farma Tbk.,healthcare,
KLIN,Klinko Karya Imaji Tbk.,consumer_cyclicals,
KMDS,Kurniamitra Duta Sentosa Tbk.,consumer_non_cyclicals,
KMTR,Kirana Megatara Tbk.,basic_materials,
KOBX,Kobexindo Tractors Tbk.,industrials,
KOCI,Kokoh Exa Nusantara Tbk.,properties_real_estate,
KOIN,Kokoh Inti Arebama Tbk,industrials,
KOKA,Koka Indonesia Tbk.,infrastructures,
KONI,Perdana Bangun Pusaka Tbk,industrials,
KOPI,Mitra Energi Persada Tbk.,energy,
KOTA,DMS Propertindo Tbk.,consumer_cyclicals,
KPIG,MNC Tourism Indonesia Tbk.,consumer_cyclicals,
KRAS,Krakatau Steel (Persero) Tbk.,basic_materials,
KREN,Quantum Clovera Investama Tbk.,technology,
KRYA,Bangun Karya Perkasa Jaya Tbk.,infrastructures,
KSIX,Kentanix Supra International T,properties_real_estate,
KUAS,Ace Oldfields Tbk.,industrials,
LABA,Green Power Group Tbk.,industrials,
LABS,UBC Medical Indonesia Tbk.,healthcare,
LAJU,Jasa Berdikari Logistics Tbk.,transportasi_dan_logistik,
LAND,Trimitra Propertindo Tbk.,properties_real_estate,
LAPD,Leyand International Tbk.,consumer_non_cyclicals,
LCGP,Eureka Prima Jakarta Tbk.,properties_real_estate,
LCKM,LCK Global Kedaton Tbk.,infrastructures,
LEAD,Logindo Samudramakmur Tbk.,energy,
LFLO,Imago Mulia Persada Tbk.,consumer_cyclicals,
LIFE,MSIG Life Insurance Indonesia ,financials,
LINK,Link Net Tbk.,infrastructures,
LION,Lion Metal Works Tbk.,industrials,
LIVE,Homeco Victoria Makmur Tbk.,consumer_cyclicals,
LMAS,Limas Indonesia Makmur Tbk,technology,
LMAX,Lupromax Pelumas Indonesia Tbk,consumer_cyclicals,
LMPI,Langgeng Makmur Industri Tbk.,consumer_cyclicals,
LMSH,Lionmesh Prima Tbk.,basic_materials,
LOPI,Logisticsplus International Tb,transportasi_dan_logistik,
LPCK,Lippo Cikarang Tbk,properties_real_estate,
LPGI,Lippo General Insurance Tbk.,financials,
LPIN,Multi Prima Sejahtera Tbk,consumer_cyclicals,
LPKR,Lippo Karawaci Tbk.,properties_real_estate,
LPLI,Star Pacific Tbk,properties_real_estate,
LPPF,Matahari Department Store Tbk.,consumer_cyclicals,
LPPS,Lenox Pasifik Investama Tbk.,financials,
LRNA,Eka Sari Lorena Transport Tbk.,transportasi_dan_logistik,
LSIP,PP London Sumatra Indonesia Tb,consumer_non_cyclicals,
LTLS,Lautan Luas Tbk.,basic_materials,
LUCK,Sentral Mitra Informatika Tbk.,technology,
LUCY,Lima Dua Lima Tiga Tbk.,consumer_cyclicals,
MABA,Marga Abhinaya Abadi Tbk.,consumer_cyclicals,
MAGP,Multi Agro Gemilang Plantation,consumer_non_cyclicals,
MAHA,Mandiri Herindo Adiperkasa Tbk,energy,
MAIN,Malindo Feedmill Tbk.,consumer_non_cyclicals,
MANG,Manggung Polahraya Tbk.,infrastructures,
MAPA,Map Aktif Adiperkasa Tbk.,consumer_cyclicals,
MAPB,MAP Boga Adiperkasa Tbk.,consumer_cyclicals,
MAPI,Mitra Adiperkasa Tbk.,consumer_cyclicals,
MARI,Mahaka Radio Integra Tbk.,consumer_cyclicals,
MARK,Mark Dynamics Indonesia Tbk.,industrials,
MASB,Bank Multiarta Sentosa Tbk.,financials,
MAXI,Maxindo Karya Anugerah Tbk.,consumer_non_cyclicals,
MAYA,Bank Mayapada Internasional Tb,financials,
MBAP,Mitrabara Adiperdana Tbk.,energy,
MBMA,Merdeka Battery Materials Tbk.,basic_materials,
MBSS,Mitrabahtera Segara Sejati Tbk,energy,
MBTO,Martina Berto Tbk.,consumer_non_cyclicals,
MCAS,M Cash Integrasi Tbk.,technology,
MCOL,Prima Andalan Mandiri Tbk.,energy,
MCOR,Bank China Construction Bank I,financials,
MDIA,Intermedia Capital Tbk.,consumer_cyclicals,
MDIY,Daya Intiguna Yasa Tbk.,consumer_cyclicals,
MDKA,Merdeka Copper Gold Tbk.,basic_materials,
MDKI,Emdeki Utama Tbk.,basic_materials,
MDLA,Medela Potentia Tbk.,healthcare,
MDLN,Modernland Realty Tbk.,properties_real_estate,
MDRN,Modern Internasional Tbk.,industrials,
MEDC,Medco Energi Internasional Tbk,energy,
MEDS,Hetzer Medical Indonesia Tbk.,healthcare,
MEGA,Bank Mega Tbk.,financials,
MEJA,Harta Djaya Karya Tbk.,consumer_cyclicals,
MENN,Menn Teknologi Indonesia Tbk.,technology,
MERI,Merry Riana Edukasi Tbk.,consumer_cyclicals,
MERK,Merck Tbk.,healthcare,
META,Nusantara Infrastructure Tbk.,infrastructures,
MFMI,Multifiling Mitra Indonesia Tb,industrials,
MGLV,Panca Anugrah Wisesa Tbk.,consumer_cyclicals,
MGNA,Magna Investama Mandiri Tbk.,consumer_cyclicals,
MGRO,Mahkota Group Tbk.,consumer_non_cyclicals,
MHKI,Multi Hanna Kreasindo Tbk.,industrials,
MICE,Multi Indocitra Tbk.,consumer_cyclicals,
MIDI,Midi Utama Indonesia Tbk.,consumer_non_cyclicals,
MIKA,Mitra Keluarga Karyasehat Tbk.,healthcare,
MINA,Sanurhasta Mitra Tbk.,consumer_cyclicals,
MINE,Sinar Terang Mandiri Tbk.,basic_materials,
MIRA,Mitra International Resources ,transportasi_dan_logistik,
MITI,Mitra Investindo Tbk.,transportasi_dan_logistik,
MKAP,Multikarya Asia Pasifik Raya T,energy,
MKNT,Mitra Komunikasi Nusantara Tbk,consumer_cyclicals,
MKPI,Metropolitan Kentjana Tbk.,properties_real_estate,
MKTR,Menthobi Karyatama Raya Tbk.,consumer_non_cyclicals,
MLBI,Multi Bintang Indonesia Tbk.,consumer_non_cyclicals,
MLIA,Mulia Industrindo Tbk,industrials,
MLPL,Multipolar Tbk.,consumer_non_cyclicals,
MLPT,Multipolar Technology Tbk.,technology,
MMIX,Multi Medika Internasional Tbk,healthcare,
MMLP,Mega Manunggal Property Tbk.,properties_real_estate,
MNCN,Media Nusantara Citra Tbk.,consumer_cyclicals,
MOLI,Madusari Murni Indah Tbk.,basic_materials,
MORA,Mora Telematika Indonesia Tbk.,infrastructures,
MPIX,Mitra Pedagang Indonesia Tbk.,technology,
MPMX,Mitra Pinasthika Mustika Tbk.,consumer_cyclicals,
MPOW,Megapower Makmur Tbk.,infrastructures,
MPPA,Matahari Putra Prima Tbk.,consumer_non_cyclicals,
MPRO,Maha Properti Indonesia Tbk.,properties_real_estate,
MPXL,MPX Logistics International Tb,transportasi_dan_logistik,
MRAT,Mustika Ratu Tbk.,consumer_non_cyclicals,
MREI,Maskapai Reasuransi Indonesia ,financials,
MSIE,Multisarana Intan Eduka Tbk.,properties_real_estate,
MSIN,MNC Digital Entertainment Tbk.,consumer_cyclicals,
MSJA,Multi Spunindo Jaya Tbk.,consumer_non_cyclicals,
MSKY,MNC Sky Vision Tbk.,consumer_cyclicals,
MSTI,Mastersystem Infotama Tbk.,technology,
MTDL,Metrodata Electronics Tbk.,technology,
MTEL,Dayamitra Telekomunikasi Tbk.,infrastructures,
MTFN,Capitalinc Investment Tbk.,energy,
MTLA,Metropolitan Land Tbk.,properties_real_estate,
MTMH,Murni Sadar Tbk.,healthcare,
MTPS,Meta Epsi Tbk.,infrastructures,
MTRA,Mitra Pemuda Tbk.,infrastructures,
MTSM,Metro Realty Tbk.,properties_real_estate,
MTWI,Malacca Trust Wuwungan Insuran,financials,
MUTU,Mutuagung Lestari Tbk.,industrials,
MYOH,Samindo Resources Tbk.,energy,
MYOR,Mayora Indah Tbk.,consumer_non_cyclicals,
MYTX,Asia Pacific Investama Tbk.,consumer_cyclicals,
NAIK,Adiwarna Anugerah Abadi Tbk.,industrials,
NANO,Nanotech Indonesia Global Tbk.,consumer_non_cyclicals,
NASA,Andalan Perkasa Abadi Tbk.,properties_real_estate,
NASI,Wahana Inti Makmur Tbk.,consumer_non_cyclicals,
NATO,Surya Permata Andalan Tbk.,consumer_cyclicals,
NAYZ,Hassana Boga Sejahtera Tbk.,consumer_non_cyclicals,
NCKL,Trimegah Bangun Persada Tbk.,basic_materials,
NELY,Pelayaran Nelly Dwi Putri Tbk.,transportasi_dan_logistik,
NEST,Esta Indonesia Tbk.,consumer_non_cyclicals,
NETV,MDTV Media Technologies Tbk.,consumer_cyclicals,
NFCX,NFC Indonesia Tbk.,technology,
NICE,Adhi Kartiko Pratama Tbk.,basic_materials,
NICK,Charnic Capital Tbk.,financials,
NICL,PAM Mineral Tbk.,basic_materials,
NIKL,Pelat Timah Nusantara Tbk.,basic_materials,
NINE,Techno9 Indonesia Tbk.,technology,
NIRO,City Retail Developments Tbk.,properties_real_estate,
NISP,Bank OCBC NISP Tbk.,financials,
NOBU,Bank Nationalnobu Tbk.,financials,
NPGF,Nusa Palapa Gemilang Tbk.,basic_materials,
NRCA,Nusa Raya Cipta Tbk.,infrastructures,
NSSS,Nusantara Sawit Sejahtera Tbk.,consumer_non_cyclicals,
NTBK,Nusatama Berkah Tbk.,industrials,
NUSA,Sinergi Megah Internusa Tbk.,consumer_cyclicals,
NZIA,Nusantara Almazia Tbk.,properties_real_estate,
OASA,Maharaksa Biru Energi Tbk.,infrastructures,
OBAT,Brigit Biofarmaka Teknologi Tb,healthcare,
OBMD,OBM Drilchem Tbk.,basic_materials,
OCAP,Onix Capital Tbk.,financials,
OILS,Indo Oil Perkasa Tbk.,consumer_non_cyclicals,
OKAS,Ancora Indonesia Resources Tbk,basic_materials,
OLIV,Oscar Mitra Sukses Sejahtera T,consumer_cyclicals,
OMED,Jayamas Medica Industri Tbk.,healthcare,
OMRE,Indonesia Prima Property Tbk,properties_real_estate,
OPMS,Optima Prima Metal Sinergi Tbk,basic_materials,
PACK,Abadi Nusantara Hijau Investam,basic_materials,
PADA,Personel Alih Daya Tbk.,industrials,
PADI,Minna Padi Investama Sekuritas,financials,
PALM,Provident Investasi Bersama Tb,financials,
PAMG,Bima Sakti Pertiwi Tbk.,properties_real_estate,
PANI,Pantai Indah Kapuk Dua Tbk.,properties_real_estate,
PANR,Panorama Sentrawisata Tbk.,consumer_cyclicals,
PANS,Panin Sekuritas Tbk.,financials,
PART,Cipta Perdana Lancar Tbk.,consumer_cyclicals,
PBID,Panca Budi Idaman Tbk.,basic_materials,
PBRX,Pan Brothers Tbk.,consumer_cyclicals,
PBSA,Paramita Bangun Sarana Tbk.,infrastructures,
PCAR,Prima Cakrawala Abadi Tbk.,consumer_non_cyclicals,
PDES,Destinasi Tirta Nusantara Tbk,consumer_cyclicals,
PDPP,Primadaya Plastisindo Tbk.,basic_materials,
PEGE,Panca Global Kapital Tbk.,financials,
PEHA,Phapros Tbk.,healthcare,
PEVE,Penta Valent Tbk.,healthcare,
PGAS,Perusahaan Gas Negara Tbk.,energy,
PGEO,Pertamina Geothermal Energy Tb,infrastructures,
PGJO,Bahtera Bumi Raya Tbk.,technology,
PGLI,Pembangunan Graha Lestari Inda,consumer_cyclicals,
PGUN,Pradiksi Gunatama Tbk.,consumer_non_cyclicals,
PICO,Pelangi Indah Canindo Tbk,basic_materials,
PIPA,Multi Makmur Lemindo Tbk.,industrials,
PJAA,Pembangunan Jaya Ancol Tbk.,consumer_cyclicals,
PKPK,Paragon Karya Perkasa Tbk.,energy,
PLAN,Planet Properindo Jaya Tbk.,consumer_cyclicals,
PLAS,Polaris Investama Tbk,financials,
PLIN,Plaza Indonesia Realty Tbk.,properties_real_estate,
PMJS,Putra Mandiri Jembar Tbk.,consumer_cyclicals,
PMMP,Panca Mitra Multiperdana Tbk.,consumer_non_cyclicals,
PMUI,Prima Multi Usaha Indonesia Tb,consumer_cyclicals,
PNBN,Bank Pan Indonesia Tbk,financials,
PNBS,Bank Panin Dubai Syariah Tbk.,financials,
PNGO,Pinago Utama Tbk.,consumer_non_cyclicals,
PNIN,Paninvest Tbk.,financials,
PNLF,Panin Financial Tbk.,financials,
PNSE,Pudjiadi & Sons Tbk.,consumer_cyclicals,
POLA,Pool Advista Finance Tbk.,financials,
POLI,Pollux Hotels Group Tbk.,properties_real_estate,
POLL,Pollux Properties Indonesia Tb,properties_real_estate,
POLU,Golden Flower Tbk.,consumer_cyclicals,
POLY,Asia Pacific Fibers Tbk,consumer_cyclicals,
POOL,Pool Advista Indonesia Tbk.,financials,
PORT,Nusantara Pelabuhan Handal Tbk,infrastructures,
POSA,Bliss Properti Indonesia Tbk.,properties_real_estate,
POWR,Cikarang Listrindo Tbk.,infrastructures,
PPGL,Prima Globalindo Logistik Tbk.,transportasi_dan_logistik,
PPRE,PP Presisi Tbk.,infrastructures,
PPRI,Paperocks Indonesia Tbk.,basic_materials,
PPRO,PP Properti Tbk.,properties_real_estate,
PRAY,Famon Awal Bros Sedaya Tbk.,healthcare,
PRDA,Prodia Widyahusada Tbk.,healthcare,
PRIM,Royal Prima Tbk.,healthcare,
PSAB,J Resources Asia Pasifik Tbk.,basic_materials,
PSAT,Pancaran Samudera Transport Tb,energy,
PSDN,Prasidha Aneka Niaga Tbk,consumer_non_cyclicals,
PSGO,Palma Serasih Tbk.,consumer_non_cyclicals,
PSKT,Red Planet Indonesia Tbk.,consumer_cyclicals,
PSSI,IMC Pelita Logistik Tbk.,energy,
PTBA,Bukit Asam Tbk.,energy,
PTDU,Djasa Ubersakti Tbk.,infrastructures,
PTIS,Indo Straits Tbk.,energy,
PTMP,Mitra Pack Tbk.,industrials,
PTMR,Master Print Tbk.,basic_materials,
PTPP,PP (Persero) Tbk.,infrastructures,
PTPS,Pulau Subur Tbk.,consumer_non_cyclicals,
PTPW,Pratama Widya Tbk.,infrastructures,
PTRO,Petrosea Tbk.,energy,
PTSN,Sat Nusapersada Tbk,technology,
PTSP,Pioneerindo Gourmet Internatio,consumer_cyclicals,
PUDP,Pudjiadi Prestige Tbk.,properties_real_estate,
PURA,Putra Rajawali Kencana Tbk.,transportasi_dan_logistik,
PURE,Trinitan Metals and Minerals T,basic_materials,
PURI,Puri Global Sukses Tbk.,properties_real_estate,
PWON,Pakuwon Jati Tbk.,properties_real_estate,
PYFA,Pyridam Farma Tbk,healthcare,
PZZA,Sarimelati Kencana Tbk.,consumer_cyclicals,
RAAM,Tripar Multivision Plus Tbk.,consumer_cyclicals,
RAFI,Sari Kreasi Boga Tbk.,consumer_cyclicals,
RAJA,Rukun Raharja Tbk.,energy,
RALS,Ramayana Lestari Sentosa Tbk.,consumer_cyclicals,
RANC,Supra Boga Lestari Tbk.,consumer_non_cyclicals,
RATU,Raharja Energi Cepu Tbk.,energy,
RBMS,Ristia Bintang Mahkotasejati T,properties_real_estate,
RCCC,Utama Radar Cahaya Tbk.,transportasi_dan_logistik,
RDTX,Roda Vivatex Tbk,properties_real_estate,
REAL,Repower Asia Indonesia Tbk.,properties_real_estate,
RELF,Graha Mitra Asia Tbk.,properties_real_estate,
RELI,Reliance Sekuritas Indonesia T,financials,
RGAS,Kian Santang Muliatama Tbk.,energy,
RICY,Ricky Putra Globalindo Tbk,consumer_cyclicals,
RIGS,Rig Tenders Indonesia Tbk.,energy,
RIMO,Rimo International Lestari Tbk,properties_real_estate,
RISE,Jaya Sukses Makmur Sentosa Tbk,properties_real_estate,
RMKE,RMK Energy Tbk.,energy,
RMKO,Royaltama Mulia Kontraktorindo,energy,
ROCK,Rockfields Properti Indonesia ,properties_real_estate,
RODA,Pikko Land Development Tbk.,properties_real_estate,
RONY,Aracord Nusantara Group Tbk.,infrastructures,
ROTI,Nippon Indosari Corpindo Tbk.,consumer_non_cyclicals,
RSCH,Charlie Hospital Semarang Tbk.,healthcare,
RSGK,Kedoya Adyaraya Tbk.,healthcare,
RUIS,Radiant Utama Interinsco Tbk.,energy,
RUNS,Global Sukses Solusi Tbk.,technology,
SAFE,Steady Safe Tbk,transportasi_dan_logistik,
SAGE,Saptausaha Gemilangindah Tbk.,properties_real_estate,
SAME,Sarana Meditama Metropolitan T,healthcare,
SAMF,Saraswanti Anugerah Makmur Tbk,basic_materials,
SAPX,Satria Antaran Prima Tbk.,transportasi_dan_logistik,
SATU,Kota Satu Properti Tbk.,properties_real_estate,
SBAT,Sejahtera Bintang Abadi Textil,consumer_cyclicals,
SBMA,Surya Biru Murni Acetylene Tbk,basic_materials,
SCCO,Supreme Cable Manufacturing & ,industrials,
SCMA,Surya Citra Media Tbk.,consumer_cyclicals,
SCNP,Selaras Citra Nusantara Perkas,consumer_cyclicals,
SCPI,Organon Pharma Indonesia Tbk.,healthcare,
SDMU,Sidomulyo Selaras Tbk.,transportasi_dan_logistik,
SDPC,Millennium Pharmacon Internati,consumer_non_cyclicals,
SDRA,Bank Woori Saudara Indonesia 1,financials,
SEMA,Semacom Integrated Tbk.,energy,
SFAN,Surya Fajar Capital Tbk.,financials,
SGER,Sumber Global Energy Tbk.,energy,
SGRO,Sampoerna Agro Tbk.,consumer_non_cyclicals,
SHID,Hotel Sahid Jaya International,consumer_cyclicals,
SHIP,Sillo Maritime Perdana Tbk.,energy,
SICO,Sigma Energy Compressindo Tbk.,energy,
SIDO,Industri Jamu dan Farmasi Sido,healthcare,
SILO,Siloam International Hospitals,healthcare,
SIMA,Siwani Makmur Tbk,basic_materials,
SIMP,Salim Ivomas Pratama Tbk.,consumer_non_cyclicals,
SINI,Singaraja Putra Tbk.,industrials,
SIPD,Sreeya Sewu Indonesia Tbk.,consumer_non_cyclicals,
SKBM,Sekar Bumi Tbk.,consumer_non_cyclicals,
SKLT,Sekar Laut Tbk.,consumer_non_cyclicals,
SKRN,Superkrane Mitra Utama Tbk.,industrials,
SKYB,Northcliff Citranusa Indonesia,technology,
SLIS,Gaya Abadi Sempurna Tbk.,consumer_cyclicals,
SMAR,Sinar Mas Agro Resources and T,consumer_non_cyclicals,
SMBR,Semen Baturaja Tbk.,basic_materials,
SMCB,Solusi Bangun Indonesia Tbk.,basic_materials,
SMDM,Suryamas Dutamakmur Tbk.,properties_real_estate,
SMDR,Samudera Indonesia  Tbk.,transportasi_dan_logistik,
SMGA,Sumber Mineral Global Abadi Tb,basic_materials,
SMGR,Semen Indonesia (Persero) Tbk.,basic_materials,
SMIL,Sarana Mitra Luas Tbk.,industrials,
SMKL,Satyamitra Kemas Lestari Tbk.,basic_materials,
SMKM,Sumber Mas Konstruksi Tbk.,infrastructures,
SMLE,Sinergi Multi Lestarindo Tbk.,basic_materials,
SMMA,Sinarmas Multiartha Tbk.,financials,
SMMT,Golden Eagle Energy Tbk.,energy,
SMRA,Summarecon Agung Tbk.,properties_real_estate,
SMRU,SMR Utama Tbk.,energy,
SMSM,Selamat Sempurna Tbk.,consumer_cyclicals,
SNLK,Sunter Lakeside Hotel Tbk.,consumer_cyclicals,
SOCI,Soechi Lines Tbk.,energy,
SOFA,Boston Furniture Industries Tb,consumer_cyclicals,
SOHO,Soho Global Health Tbk.,healthcare,
SOLA,Xolare RCR Energy Tbk.,basic_materials,
SONA,Sona Topas Tourism Industry Tb,consumer_cyclicals,
SOSS,Shield On Service Tbk.,industrials,
SOTS,Satria Mega Kencana Tbk.,consumer_cyclicals,
SOUL,Mitra Tirta Buwana Tbk.,consumer_non_cyclicals,
SPMA,Suparma Tbk.,basic_materials,
SPRE,Soraya Berjaya Indonesia Tbk.,consumer_cyclicals,
SPTO,Surya Pertiwi Tbk.,industrials,
SQMI,Wilton Makmur Indonesia Tbk.,basic_materials,
SRAJ,Sejahteraraya Anugrahjaya Tbk.,healthcare,
SRIL,Sri Rejeki Isman Tbk.,consumer_cyclicals,
SRSN,Indo Acidatama Tbk,basic_materials,
SRTG,Saratoga Investama Sedaya Tbk.,financials,
SSIA,Surya Semesta Internusa Tbk.,infrastructures,
SSMS,Sawit Sumbermas Sarana Tbk.,consumer_non_cyclicals,
SSTM,Sunson Textile Manufacture Tbk,consumer_cyclicals,
STAA,Sumber Tani Agung Resources Tb,consumer_non_cyclicals,
STAR,Buana Artha Anugerah Tbk.,financials,
STRK,Lovina Beach Brewery Tbk.,consumer_non_cyclicals,
STTP,Siantar Top Tbk.,consumer_non_cyclicals,
SUGI,Sugih Energy Tbk.,energy,
SULI,SLJ Global Tbk.,basic_materials,
SUNI,Sunindo Pratama Tbk.,energy,
SUPR,Solusi Tunas Pratama Tbk.,infrastructures,
SURE,Super Energy Tbk.,energy,
SURI,Maja Agung Latexindo Tbk.,healthcare,
SWAT,Sriwahana Adityakarta Tbk.,basic_materials,
SWID,Saraswanti Indoland Developmen,consumer_cyclicals,
TALF,Tunas Alfin Tbk.,basic_materials,
TAMA,Lancartama Sejati Tbk.,infrastructures,
TAMU,Pelayaran Tamarin Samudra Tbk.,energy,
TAPG,Triputra Agro Persada Tbk.,consumer_non_cyclicals,
TARA,Agung Semesta Sejahtera Tbk.,properties_real_estate,
TAXI,Express Transindo Utama Tbk.,transportasi_dan_logistik,
TAYS,Jaya Swarasa Agung Tbk.,consumer_non_cyclicals,
TBIG,Tower Bersama Infrastructure T,infrastructures,
TBLA,Tunas Baru Lampung Tbk.,consumer_non_cyclicals,
TBMS,Tembaga Mulia Semanan Tbk.,basic_materials,
TCID,Mandom Indonesia Tbk.,consumer_non_cyclicals,
TCPI,Transcoal Pacific Tbk.,energy,
TDPM,Tianrong Chemicals Industry Tb,basic_materials,
TEBE,Dana Brata Luhur Tbk.,energy,
TECH,Indosterling Technomedia Tbk.,technology,
TELE,Omni Inovasi Indonesia Tbk.,consumer_cyclicals,
TFAS,Telefast Indonesia Tbk.,technology,
TFCO,Tifico Fiber Indonesia Tbk.,consumer_cyclicals,
TGKA,Tigaraksa Satria Tbk.,consumer_non_cyclicals,
TGRA,Terregra Asia Energy Tbk.,infrastructures,
TGUK,Platinum Wahab Nusantara Tbk.,consumer_non_cyclicals,
TIFA,KDB Tifa Finance Tbk.,financials,
TINS,Timah Tbk.,basic_materials,
TIRA,Tira Austenite Tbk,industrials,
TIRT,Tirta Mahakam Resources Tbk,basic_materials,
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,basic_materials,
TLDN,Teladan Prima Agro Tbk.,consumer_non_cyclicals,
TLKM,Telkom Indonesia (Persero) Tbk,infrastructures,
TMAS,Temas Tbk.,transportasi_dan_logistik,
TMPO,Tempo Intimedia Tbk.,consumer_cyclicals,
TNCA,Trimuda Nuansa Citra Tbk.,transportasi_dan_logistik,
TOBA,TBS Energi Utama Tbk.,energy,
TOOL,Rohartindo Nusantara Luas Tbk.,consumer_cyclicals,
TOPS,Totalindo Eka Persada Tbk.,infrastructures,
TOSK,Topindo Solusi Komunika Tbk.,technology,
TOTL,Total Bangun Persada Tbk.,infrastructures,
TOTO,Surya Toto Indonesia Tbk.,industrials,
TOWR,Sarana Menara Nusantara Tbk.,infrastructures,
TOYS,Sunindo Adipersada Tbk.,consumer_cyclicals,
TPIA,Chandra Asri Pacific Tbk.,basic_materials,
TPMA,Trans Power Marine Tbk.,energy,
TRAM,Trada Alam Minera Tbk.,energy,
TRGU,Cerestar Indonesia Tbk.,consumer_non_cyclicals,
TRIL,Triwira Insanlestari Tbk.,industrials,
TRIM,Trimegah Sekuritas Indonesia T,financials,
TRIN,Perintis Triniti Properti Tbk.,properties_real_estate,
TRIO,Trikomsel Oke Tbk.,consumer_cyclicals,
TRIS,Trisula International Tbk.,consumer_cyclicals,
TRJA,Transkon Jaya Tbk.,transportasi_dan_logistik,
TRON,Teknologi Karya Digital Nusa T,technology,
TRST,Trias Sentosa Tbk.,basic_materials,
TRUE,Triniti Dinamik Tbk.,properties_real_estate,
TRUK,Guna Timur Raya Tbk.,transportasi_dan_logistik,
TRUS,Trust Finance Indonesia Tbk,financials,
TSPC,Tempo Scan Pacific Tbk.,healthcare,
TUGU,Asuransi Tugu Pratama Indonesi,financials,
TYRE,King Tire Indonesia Tbk.,consumer_cyclicals,
UANG,Pakuan Tbk.,properties_real_estate,
UCID,Uni-Charm Indonesia Tbk.,consumer_non_cyclicals,
UDNG,Agro Bahari Nusantara Tbk.,consumer_non_cyclicals,
UFOE,Damai Sejahtera Abadi Tbk.,consumer_cyclicals,
ULTJ,Ultrajaya Milk Industry & Trad,consumer_non_cyclicals,
UNIC,Unggul Indah Cahaya Tbk.,basic_materials,
UNIQ,Ulima Nitra Tbk.,energy,
UNIT,Nusantara Inti Corpora Tbk,consumer_cyclicals,
UNSP,Bakrie Sumatera Plantations Tb,consumer_non_cyclicals,
UNTD,Terang Dunia Internusa Tbk.,consumer_cyclicals,
UNTR,United Tractors Tbk.,industrials,
UNVR,Unilever Indonesia Tbk.,consumer_non_cyclicals,
URBN,Urban Jakarta Propertindo Tbk.,properties_real_estate,
UVCR,Trimegah Karya Pratama Tbk.,technology,
VAST,Vastland Indonesia Tbk.,properties_real_estate,
VERN,Verona Indah Pictures Tbk.,consumer_cyclicals,
VICI,Victoria Care Indonesia Tbk.,consumer_non_cyclicals,
VICO,Victoria Investama Tbk.,financials,
VINS,Victoria Insurance Tbk.,financials,
VISI,Satu Visi Putra Tbk.,industrials,
VIVA,Visi Media Asia Tbk.,consumer_cyclicals,
VKTR,VKTR Teknologi Mobilitas Tbk.,consumer_cyclicals,
VOKS,Voksel Electric Tbk.,industrials,
VRNA,Mizuho Leasing Indonesia Tbk.,financials,
VTNY,Venteny Fortuna International ,financials,
WAPO,Wahana Pronatural Tbk.,consumer_non_cyclicals,
WEGE,Wijaya Karya Bangunan Gedung T,infrastructures,
WEHA,WEHA Transportasi Indonesia Tb,transportasi_dan_logistik,
WGSH,Wira Global Solusi Tbk.,technology,
WICO,Wicaksana Overseas Internation,consumer_non_cyclicals,
WIDI,Widiant Jaya Krenindo Tbk.,industrials,
WIFI,Solusi Sinergi Digital Tbk.,technology,
WIIM,Wismilak Inti Makmur Tbk.,consumer_non_cyclicals,
WIKA,Wijaya Karya (Persero) Tbk.,infrastructures,
WINE,Hatten Bali Tbk.,consumer_non_cyclicals,
WINR,Winner Nusantara Jaya Tbk.,properties_real_estate,
WINS,Wintermar Offshore Marine Tbk.,energy,
WIRG,WIR ASIA Tbk.,technology,
WMPP,Widodo Makmur Perkasa Tbk.,consumer_non_cyclicals,
WMUU,Widodo Makmur Unggas Tbk.,consumer_non_cyclicals,
WOMF,Wahana Ottomitra Multiartha Tb,financials,
WOOD,Integra Indocabinet Tbk.,consumer_cyclicals,
WOWS,Ginting Jaya Energi Tbk.,energy,
WSBP,Waskita Beton Precast Tbk.,basic_materials,
WSKT,Waskita Karya (Persero) Tbk.,infrastructures,
WTON,Wijaya Karya Beton Tbk.,basic_materials,
YELO,Yelooo Integra Datanet Tbk.,consumer_cyclicals,
YOII,Asuransi Digital Bersama Tbk.,financials,
YPAS,Yanaprima Hastapersada Tbk,basic_materials,
YULE,Yulie Sekuritas Indonesia Tbk.,financials,
YUPI,Yupi Indo Jelly Gum Tbk.,consumer_non_cyclicals,
ZATA,Bersama Zatta Jaya Tbk.,consumer_cyclicals,
ZBRA,Dosni Roha Indonesia Tbk.,industrials,
ZINC,Kapuas Prima Coal Tbk.,basic_materials,
ZONE,Mega Perintis Tbk.,consumer_cyclicals,
ZYRX,Zyrexindo Mandiri Buana Tbk.,technology,
